PEAKID,YEAR,SEASON,HOST,NATION,BCDATE,SKI,PARAPENTE,CAMPS,TOTMEMBERS,TOTHIRED,O2CLIMB,O2SLEEP,O2UNKWN,AGENCY,COMMERCIALROUTE,STDROUTE,SUMMIT_SUCCESS
MANA,2010,1,1,Italy,04/09/10,FALSE,FALSE,3,2,0,FALSE,FALSE,FALSE,Prestige Adventure,TRUE,TRUE,0
MANA,2010,1,1,Spain,04/12/10,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,Arun Treks,TRUE,TRUE,0
MANA,2010,1,1,Spain,04/08/10,FALSE,FALSE,4,2,2,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,0
MANA,2010,1,1,Spain,04/09/10,FALSE,FALSE,4,5,2,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,0
MANA,2010,1,1,Poland,04/12/10,FALSE,FALSE,3,1,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,0
MANA,2010,1,1,S Korea,04/03/10,FALSE,FALSE,3,8,2,FALSE,FALSE,FALSE,Trekking Camp Nepal,TRUE,TRUE,0
PK04,2010,1,1,Georgia,05/17/10,FALSE,FALSE,2,5,0,FALSE,FALSE,FALSE,Unique Adventure International,FALSE,FALSE,0
PUMO,2010,1,1,Slovenia,04/25/10,FALSE,FALSE,0,2,2,FALSE,FALSE,FALSE,South Asian Treks,FALSE,FALSE,0
PUMO,2010,1,1,Finland,04/20/10,FALSE,FALSE,1,5,2,FALSE,FALSE,FALSE,Adventure Extreme,FALSE,FALSE,0
PUMO,2010,1,1,Poland,03/20/10,FALSE,FALSE,2,7,0,FALSE,FALSE,FALSE,Cho Oyu Trekking,FALSE,FALSE,0
ROMA,2010,2,1,Japan,,FALSE,FALSE,0,4,0,FALSE,FALSE,FALSE,Cosmo Treks,FALSE,FALSE,0
TKRG,2010,1,1,Poland,04/24/10,FALSE,FALSE,0,4,0,FALSE,FALSE,FALSE,Ang Rita Treks,FALSE,FALSE,0
AMAD,2010,3,1,USA,10/12/10,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,FALSE,0
CHOY,2010,3,2,Canada,09/10/10,FALSE,FALSE,3,3,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE,0
CHOY,2010,3,2,France,09/12/10,FALSE,FALSE,2,3,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,0
CHOY,2010,3,2,Italy,09/02/10,FALSE,FALSE,2,4,0,FALSE,FALSE,FALSE,Campobase Treks,TRUE,TRUE,0
CHOY,2010,3,2,Austria,09/10/10,FALSE,FALSE,2,4,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE,0
CHOY,2010,3,2,USA,09/09/10,FALSE,FALSE,2,4,1,FALSE,FALSE,FALSE,Su-Swagatam Treks,TRUE,TRUE,0
CHOY,2010,3,2,Japan,09/03/10,FALSE,FALSE,2,3,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,0
CHOY,2010,3,2,Nepal,09/06/10,FALSE,FALSE,2,4,3,FALSE,FALSE,FALSE,Himalayan Ascent,TRUE,TRUE,0
CHOY,2010,3,2,Italy,09/14/10,FALSE,FALSE,2,4,2,FALSE,FALSE,FALSE,Cho Oyu Trekking,TRUE,TRUE,0
CHOY,2010,3,2,UK,09/05/10,FALSE,FALSE,2,6,2,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,TRUE,0
CHOY,2010,3,2,USA,09/14/10,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE,0
CHOY,2010,3,2,USA,09/11/10,FALSE,FALSE,1,4,2,FALSE,FALSE,FALSE,High Altitude Dreams,TRUE,TRUE,0
CHOY,2010,3,2,USA,09/09/10,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE,0
CHOY,2010,3,2,Italy,09/09/10,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE,0
CHOY,2010,3,2,Hungary,09/10/10,FALSE,FALSE,3,9,1,FALSE,FALSE,FALSE,Ang Rita Treks,TRUE,TRUE,0
CHOY,2010,3,2,USA,09/05/10,FALSE,FALSE,2,4,2,FALSE,FALSE,FALSE,Rolwaling Excursion,TRUE,TRUE,0
CHOY,2010,3,2,Switzerland,09/09/10,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,Ramdung Expedition,TRUE,TRUE,0
CHOY,2010,3,2,Serbia,09/03/10,FALSE,FALSE,2,15,5,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,TRUE,0
CHOY,2010,3,2,Ecuador,09/11/10,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,0
LANG,2010,3,1,Japan,10/13/10,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,Cosmo Treks,FALSE,FALSE,0
MANA,2010,3,1,Italy,09/15/10,FALSE,FALSE,4,1,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,0
MANA,2010,3,1,Canada,09/10/10,FALSE,FALSE,4,4,2,FALSE,FALSE,FALSE,Mountain Tribes Trekking,TRUE,TRUE,0
PUTH,2010,3,1,Netherlands,10/09/10,FALSE,FALSE,0,2,2,FALSE,FALSE,FALSE,Iceland Trekking,FALSE,FALSE,0
SAMD,2010,3,1,France,09/25/10,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,Glacier Safari Treks,FALSE,FALSE,0
TILI,2010,3,1,France,10/07/10,FALSE,FALSE,0,6,2,FALSE,FALSE,FALSE,Bespoken Himalaya Treks,FALSE,FALSE,0
MANA,2010,3,1,Ecuador,10/12/10,FALSE,FALSE,1,2,0,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
PUTH,2010,3,1,Austria,10/01/10,FALSE,FALSE,2,6,2,FALSE,FALSE,FALSE,Makalu Adventure,FALSE,FALSE,0
ANN1,2010,1,1,Japan,04/19/10,FALSE,FALSE,4,5,0,FALSE,FALSE,FALSE,Bochi Bochi Treks,FALSE,TRUE,0
LHOT,2010,1,1,Italy,04/17/10,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,Cho Oyu Trekking,FALSE,TRUE,0
AMAD,2010,3,1,Spain,10/16/10,FALSE,FALSE,2,2,1,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,FALSE,0
AMAD,2010,3,1,Australia,10/18/10,FALSE,FALSE,1,5,1,FALSE,FALSE,FALSE,Adventure (Monterosa Treks pmt),TRUE,FALSE,0
BARU,2010,3,1,Switzerland,10/16/10,FALSE,FALSE,1,3,2,FALSE,FALSE,FALSE,Mera & Island Peak,FALSE,FALSE,0
ANN4,2010,3,1,Germany,10/12/10,FALSE,FALSE,0,2,1,FALSE,FALSE,FALSE,Iceland Trekking,FALSE,FALSE,0
BARU,2010,3,1,USA,10/20/10,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,Sherpa Shangri-La Trekking,FALSE,FALSE,0
CHAM,2010,3,1,Australia,10/13/10,FALSE,FALSE,1,2,0,FALSE,FALSE,FALSE,Nepal Sanctuary Treks,FALSE,FALSE,0
MANA,2010,1,1,S Korea,04/03/10,FALSE,FALSE,3,1,2,FALSE,FALSE,FALSE,Trekking Camp Nepal,TRUE,TRUE,0
AMAD,2010,3,1,Georgia,09/21/10,FALSE,FALSE,2,6,0,FALSE,FALSE,FALSE,Royal Mountain Travel,TRUE,FALSE,0
AMAD,2010,3,1,Germany,10/13/10,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,Thamserku Trekking,FALSE,FALSE,0
AMAD,2010,3,1,France,10/23/10,FALSE,FALSE,2,3,2,FALSE,FALSE,FALSE,Mountain Tribes Trekking,TRUE,FALSE,0
AMAD,2010,3,1,Belgium,11/10/10,FALSE,FALSE,3,1,1,FALSE,FALSE,FALSE,Himalayan Human Adventure,TRUE,FALSE,0
AMAD,2010,3,1,Spain,09/16/10,FALSE,FALSE,1,2,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,FALSE,0
AMAD,2010,3,1,USA,11/08/10,FALSE,FALSE,3,1,1,FALSE,FALSE,FALSE,Mountain Madness,TRUE,FALSE,0
AMAD,2010,3,1,Iran,10/24/10,FALSE,FALSE,3,1,1,TRUE,FALSE,FALSE,Asian Trekking,TRUE,FALSE,0
AMAD,2010,3,1,Australia,10/18/10,FALSE,FALSE,3,1,1,FALSE,FALSE,FALSE,Himalayan Ascent,TRUE,FALSE,0
AMAD,2010,3,1,UK,10/16/10,FALSE,FALSE,2,8,2,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,FALSE,0
ANN3,2010,3,1,UK,10/07/10,FALSE,FALSE,1,4,0,FALSE,FALSE,FALSE,Loben Expeditions,FALSE,FALSE,0
BARU,2010,3,1,Italy,10/23/10,FALSE,FALSE,1,8,1,FALSE,FALSE,FALSE,Cho Oyu Trekking,FALSE,FALSE,0
BARU,2010,3,1,UK,10/14/10,FALSE,FALSE,2,3,2,FALSE,FALSE,FALSE,Himalayan Glacier,FALSE,FALSE,0
BARU,2010,3,1,Canada,10/17/10,FALSE,FALSE,2,4,2,FALSE,FALSE,FALSE,Kang Kora Treks,FALSE,FALSE,0
BARU,2010,3,1,Iran,10/13/10,FALSE,FALSE,2,11,3,FALSE,FALSE,FALSE,Prestige Adventure,FALSE,FALSE,0
CHOY,2010,3,2,Argentina,09/06/10,FALSE,FALSE,3,1,0,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
CHOY,2010,3,2,Czech Republic,09/06/10,FALSE,FALSE,3,3,0,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
CHOY,2010,3,2,Germany,09/03/10,FALSE,FALSE,2,12,3,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,0
CHOY,2010,3,2,Italy,09/13/10,FALSE,FALSE,1,3,0,FALSE,FALSE,FALSE,Cho Oyu Trekking,FALSE,FALSE,0
CHOY,2010,3,2,New Zealand,09/05/10,FALSE,FALSE,2,11,6,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,TRUE,0
CHOY,2010,3,2,Germany,09/03/10,FALSE,FALSE,2,8,2,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,0
CHOY,2010,3,2,UK,09/07/10,FALSE,FALSE,3,18,8,FALSE,FALSE,FALSE,Summit Nepal Trekking,TRUE,TRUE,0
CHOY,2010,3,2,USA,08/29/10,FALSE,FALSE,2,14,9,FALSE,FALSE,FALSE,Beyul Adventure,TRUE,TRUE,0
CHOY,2010,3,2,S Korea,09/17/10,FALSE,FALSE,2,2,3,FALSE,FALSE,FALSE,Seven Summit Treks,TRUE,TRUE,0
CHOY,2010,3,2,UK,09/08/10,FALSE,FALSE,2,11,5,FALSE,FALSE,FALSE,Everest Parivar,TRUE,TRUE,0
CHOY,2010,3,2,Belgium,09/06/10,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
CHOY,2010,3,2,Canada,09/11/10,FALSE,FALSE,2,3,1,FALSE,FALSE,FALSE,Makalu Adventure,TRUE,TRUE,0
CHOY,2010,3,2,Hungary,09/06/10,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
CHOY,2010,3,2,Argentina,09/12/10,FALSE,FALSE,2,2,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,0
CHOY,2010,3,2,Spain,09/12/10,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,0
CHOY,2010,3,2,Argentina,09/12/10,FALSE,FALSE,1,5,1,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,0
DHA1,2010,3,1,Japan,09/12/10,FALSE,FALSE,2,3,3,FALSE,FALSE,FALSE,Cosmo Treks,FALSE,TRUE,0
DHA1,2010,3,1,Japan,09/20/10,FALSE,FALSE,1,4,0,FALSE,FALSE,FALSE,Cosmo Treks,FALSE,TRUE,0
EVER,2010,3,2,Italy,09/12/10,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,Cho Oyu Trekking,FALSE,FALSE,0
EVER,2010,3,2,Spain,08/16/10,FALSE,FALSE,0,4,0,FALSE,FALSE,FALSE,Prestige Adventure,FALSE,FALSE,0
GANC,2010,3,1,UK,10/20/10,FALSE,FALSE,1,2,1,FALSE,FALSE,FALSE,Loben Expeditions,FALSE,FALSE,0
GYAJ,2010,3,1,Switzerland,10/25/10,FALSE,FALSE,1,5,1,FALSE,FALSE,FALSE,Mountain Sun Valley Treks,FALSE,FALSE,0
HIML,2010,3,1,Netherlands,10/06/10,FALSE,FALSE,3,3,2,FALSE,FALSE,FALSE,Iceland Trekking,FALSE,FALSE,0
HONG,2010,3,1,Germany,10/26/10,FALSE,FALSE,1,12,0,FALSE,FALSE,FALSE,Multi Adventure,FALSE,FALSE,0
JANK,2010,3,1,Japan,09/29/10,FALSE,FALSE,2,4,3,FALSE,FALSE,FALSE,Cosmo Treks,FALSE,FALSE,0
KYAS,2010,3,1,UK,10/22/10,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,Loben Expeditions,FALSE,FALSE,0
LHOT,2010,3,1,Czech Republic,09/12/10,FALSE,FALSE,4,5,0,FALSE,FALSE,FALSE,Langtang Ri Trekking,FALSE,TRUE,0
LHOT,2010,3,1,New Zealand,10/05/10,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,Himalayan Guides,FALSE,TRUE,0
LHOT,2010,3,1,Spain,09/29/10,FALSE,FALSE,2,3,0,FALSE,FALSE,FALSE,Thamserku Trekking,FALSE,FALSE,0
MANA,2010,3,1,Hungary,09/18/10,FALSE,FALSE,3,2,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE,0
MANA,2010,3,1,Spain,09/22/10,FALSE,FALSE,3,4,1,FALSE,FALSE,FALSE,Explore Himalaya,TRUE,TRUE,0
MANA,2010,3,1,France,09/24/10,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,Ramdung Expedition,TRUE,TRUE,0
MANA,2010,3,1,Japan,09/21/10,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,Mountain Experience,TRUE,TRUE,0
NUPT,2010,3,1,USA,11/19/10,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,Sherpa Shangri-La Trekking,FALSE,FALSE,0
NUPT,2010,3,1,USA,10/19/10,FALSE,FALSE,0,4,0,FALSE,FALSE,FALSE,Rolwaling Excursion,FALSE,FALSE,0
PUMO,2010,3,1,Canada,10/13/10,FALSE,FALSE,1,15,3,FALSE,FALSE,FALSE,Senge Treks & Expeditions,FALSE,FALSE,0
PUMO,2010,3,1,Spain,11/20/10,FALSE,FALSE,1,3,0,FALSE,FALSE,FALSE,Bochi Bochi Treks,FALSE,FALSE,0
PUTH,2010,3,1,France,10/22/10,FALSE,FALSE,3,4,0,FALSE,FALSE,FALSE,Churen Himal Treks,FALSE,FALSE,0
SAIP,2010,3,1,Austria,10/17/10,FALSE,FALSE,2,10,0,FALSE,FALSE,FALSE,Makalu Adventure,FALSE,FALSE,0
SAIP,2010,3,1,France,10/18/10,FALSE,FALSE,4,8,4,FALSE,FALSE,FALSE,Glacier Safari Treks,FALSE,FALSE,0
TASH,2010,3,1,Japan,09/30/10,FALSE,FALSE,1,7,3,FALSE,FALSE,FALSE,Rolwaling Treks,FALSE,FALSE,0
TUKU,2010,3,1,Japan,10/01/10,FALSE,FALSE,2,3,3,FALSE,FALSE,FALSE,Cosmo Treks,FALSE,FALSE,0
YANS,2010,3,1,Japan,09/20/10,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,Cosmo Treks,FALSE,FALSE,0
ANN1,2010,3,1,France,09/24/10,FALSE,FALSE,3,2,0,FALSE,FALSE,FALSE,Glacier Safari Treks,FALSE,FALSE,0
LSHR,2010,3,1,Spain,09/29/10,FALSE,FALSE,2,3,0,FALSE,FALSE,FALSE,Thamserku Trekking,FALSE,FALSE,0
BARU,2010,3,1,Canada,10/17/10,FALSE,FALSE,1,2,1,FALSE,FALSE,FALSE,Kang Kora Treks,FALSE,FALSE,0
CHOY,2010,3,2,Spain,09/12/10,FALSE,FALSE,1,2,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,0
EVER,2010,3,1,Japan,09/04/10,FALSE,FALSE,3,1,0,FALSE,FALSE,FALSE,Bochi Bochi Treks,TRUE,TRUE,0
KAG1,2010,3,1,Germany,10/21/10,FALSE,FALSE,0,5,0,FALSE,FALSE,FALSE,Adventure Geo Treks,FALSE,FALSE,0
LHOT,2010,3,1,Japan,09/04/10,FALSE,FALSE,2,2,3,FALSE,FALSE,FALSE,Bochi Bochi Treks,FALSE,TRUE,0
LIK2,2010,3,1,Norway,11/03/10,FALSE,FALSE,1,2,0,FALSE,FALSE,FALSE,Himalayan Guides,FALSE,FALSE,0
MANA,2010,3,1,Iran,09/10/10,FALSE,FALSE,3,1,1,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
CHOY,2010,3,2,Italy,09/09/10,FALSE,FALSE,2,5,1,FALSE,FALSE,FALSE,Prestige Adventure,TRUE,TRUE,0
PUMO,2010,3,1,Norway,10/29/10,FALSE,FALSE,1,4,4,FALSE,FALSE,FALSE,Tshering Pande Bhote,FALSE,FALSE,0
CHOY,2010,3,2,UK,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,Adventure Extreme,TRUE,TRUE,0
DHA1,2010,3,1,France,09/28/10,FALSE,FALSE,0,2,1,FALSE,FALSE,FALSE,Prestige Adventure,FALSE,FALSE,0
CHOY,2010,3,2,Georgia,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,Cho Oyu Trekking,TRUE,TRUE,0
CHOY,2010,3,2,S Korea,09/03/10,FALSE,FALSE,3,10,6,FALSE,FALSE,FALSE,Sarang San Treks,TRUE,TRUE,0
DING,2010,1,1,UK,04/04/10,FALSE,FALSE,0,6,1,FALSE,FALSE,FALSE,Himalayan Guides,FALSE,FALSE,0
LANG,2010,1,1,S Korea,04/15/10,FALSE,FALSE,0,3,2,FALSE,FALSE,FALSE,NE-KO Treks,FALSE,FALSE,0
CHOY,2010,1,2,Spain,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE,0
CHOY,2010,1,2,France,04/18/10,FALSE,FALSE,0,2,1,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE,0
CHOY,2010,3,2,China,,FALSE,FALSE,2,20,10,FALSE,FALSE,FALSE,Holy Mountain Adventure,TRUE,TRUE,0
AMAD,2010,4,1,UK,12/12/10,FALSE,FALSE,0,2,3,FALSE,FALSE,FALSE,Top Himalaya Guides,TRUE,FALSE,0
GAUR,2010,3,1,Poland,11/06/10,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,FALSE,FALSE,0
PYRM,2010,3,1,France,,FALSE,FALSE,0,4,2,FALSE,FALSE,FALSE,Trinetra Adventure,FALSE,FALSE,0
GANC,2010,1,1,Italy,05/08/10,FALSE,FALSE,0,4,0,FALSE,FALSE,FALSE,Cho Oyu Trekking?,FALSE,FALSE,0
AMAD,2010,3,1,Brazil,10/17/10,FALSE,FALSE,2,3,0,FALSE,FALSE,FALSE,Prestige Adventure,TRUE,FALSE,0
AMAD,2010,3,1,Denmark,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,Prestige Adventure,FALSE,FALSE,0
AMAD,2010,3,1,Czech Republic,10/21/10,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,Prestige Adventure,TRUE,FALSE,0
BARU,2010,3,1,UK,10/22/10,FALSE,FALSE,2,2,4,FALSE,FALSE,FALSE,Arun Treks (on Sandy Allan permit),FALSE,FALSE,0
THUL,2010,3,1,Belarus,10/30/10,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,,FALSE,FALSE,0
MANA,2010,1,1,Italy,04/19/10,FALSE,FALSE,0,2,1,FALSE,FALSE,FALSE,Arun Treks (Rosa Fernandez pmt),TRUE,TRUE,0
GYAJ,2010,3,1,Switzerland,11/03/10,FALSE,FALSE,0,2,2,FALSE,FALSE,FALSE,Active Holiday Nepal Treks,FALSE,FALSE,0
EVER,2010,1,2,Malaysia,04/07/10,FALSE,FALSE,0,1,1,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
EVER,2010,1,1,USA,04/14/10,FALSE,FALSE,2,2,3,FALSE,FALSE,FALSE,Sherpa Shangri-La Trekking,TRUE,TRUE,0
EVER,2010,1,2,Peru,05/11/10,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,Adventure Extreme,TRUE,TRUE,0
EVER,2010,1,2,Australia,04/16/10,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,Adventure Extreme,TRUE,TRUE,0
EVER,2010,1,2,Sweden,04/13/10,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,Rolwaling Excursion,TRUE,TRUE,0
EVER,2010,1,2,Austria,04/09/10,FALSE,FALSE,3,7,7,TRUE,TRUE,FALSE,Explore Himalaya,TRUE,TRUE,0
EVER,2010,1,2,Italy,04/08/10,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
EVER,2010,1,2,Canada,04/16/10,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,Adventure Extreme,TRUE,TRUE,0
EVER,2010,1,2,France,05/05/10,FALSE,FALSE,2,9,7,TRUE,TRUE,FALSE,Thamserku Trekking,TRUE,TRUE,0
EVER,2010,1,1,USA,04/10/10,FALSE,FALSE,3,1,0,FALSE,FALSE,FALSE,High Altitude Dreams,TRUE,TRUE,0
EVER,2010,1,1,Nepal,04/27/10,FALSE,FALSE,2,1,2,TRUE,FALSE,FALSE,High Altitude Dreams,TRUE,TRUE,0
EVER,2010,1,2,Bangladesh,04/11/10,FALSE,FALSE,1,1,2,FALSE,TRUE,FALSE,Asian Trekking,TRUE,TRUE,0
CHOY,2010,3,2,Spain,09/10/10,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,Prestige Adventure,TRUE,TRUE,0
BARU,2010,3,1,Germany,10/08/10,FALSE,FALSE,1,11,3,FALSE,FALSE,FALSE,Thamserku Trekking,FALSE,FALSE,0
AMAD,2010,3,1,Canada,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,,TRUE,FALSE,0
TKPO,2010,3,1,Russia,,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,Asian Trekking?,FALSE,FALSE,0
BAMO,2010,3,1,Austria,10/08/10,FALSE,FALSE,2,2,1,FALSE,FALSE,FALSE,Numbur Himal Treks,FALSE,FALSE,0
CHOY,2010,3,2,Switzerland,09/17/10,FALSE,FALSE,0,2,1,FALSE,FALSE,FALSE,Matterhorn Treks,TRUE,TRUE,0
CHOY,2010,3,2,Switzerland,,FALSE,FALSE,0,16,0,FALSE,FALSE,FALSE,Active Holiday Nepal Treks,TRUE,TRUE,0
BARU,2010,3,1,France,,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,Expes.com Treks?,FALSE,FALSE,0
BARU,2010,3,1,France,10/21/10,FALSE,FALSE,0,8,0,FALSE,FALSE,FALSE,Thamserku Trekking,FALSE,FALSE,0
CHOY,2010,3,2,Spain,09/09/10,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
AMAD,2010,1,1,USA,04/04/10,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,FALSE,0
PURK,2009,1,1,Japan,03/15/09,FALSE,FALSE,1,6,1,FALSE,FALSE,FALSE,Cosmo Treks,FALSE,FALSE,0
AMAD,2009,1,1,Austria,04/23/09,FALSE,FALSE,2,3,0,FALSE,FALSE,FALSE,High Country Trekking,TRUE,FALSE,0
AMAD,2009,1,1,Germany,05/19/09,FALSE,FALSE,1,4,0,FALSE,FALSE,FALSE,Royal Mountain Travel,TRUE,FALSE,0
AMAD,2009,1,1,France,04/21/09,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,Mountain Tribes Trekking,TRUE,FALSE,0
AMAD,2009,1,1,UK,04/23/09,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,Makalu Adventure,TRUE,FALSE,0
AMAD,2009,1,1,Czech Republic,04/25/09,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,Makalu Adventure,TRUE,FALSE,0
ANN1,2009,1,1,Czech Republic,03/31/09,FALSE,FALSE,2,5,0,FALSE,FALSE,FALSE,Iceland Trekking (Tendi),FALSE,FALSE,0
ANN1,2009,1,1,Italy,03/30/09,FALSE,FALSE,1,2,0,FALSE,FALSE,FALSE,Cho Oyu Trekking,FALSE,FALSE,0
ANN1,2009,1,1,Czech Republic,03/18/09,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,Iceland Trekking (Tendi),FALSE,FALSE,0
ANN1,2009,1,1,Russia,04/03/09,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,Windhorse Trekking,FALSE,TRUE,0
BARU,2009,1,1,Sweden,05/01/09,FALSE,FALSE,1,1,2,FALSE,FALSE,FALSE,Climb High Himalaya,FALSE,FALSE,0
BARU,2009,1,1,Australia,05/20/09,FALSE,FALSE,2,8,3,FALSE,FALSE,FALSE,Himalayan Guiding Institute,FALSE,FALSE,0
BARU,2009,1,1,Nepal,04/25/09,FALSE,FALSE,2,9,4,FALSE,FALSE,FALSE,Nomad Nepal Treks,FALSE,FALSE,0
BARU,2009,1,1,USA,04/27/09,FALSE,FALSE,0,3,0,FALSE,FALSE,FALSE,Mountain Tribes Trekking,FALSE,FALSE,0
BARU,2009,1,1,Italy,05/08/09,FALSE,FALSE,1,7,0,FALSE,FALSE,FALSE,Thamserku Trekking,FALSE,FALSE,0
CHOY,2009,1,2,India,04/21/09,FALSE,FALSE,2,9,6,FALSE,TRUE,FALSE,Himalaya Expeditions,TRUE,TRUE,0
CHOY,2009,1,2,Italy,04/21/09,FALSE,FALSE,2,2,1,FALSE,FALSE,FALSE,Ramdung Expedition,TRUE,TRUE,0
CHOY,2009,1,2,Denmark,04/19/09,FALSE,FALSE,2,2,0,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
CHOY,2009,1,2,Sweden,04/19/09,FALSE,FALSE,2,2,1,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
CHOY,2009,1,2,Germany,04/19/09,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
CHOY,2009,1,2,Sweden,04/19/09,FALSE,FALSE,2,2,1,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
CHOY,2009,1,2,Belgium,04/19/09,FALSE,FALSE,2,2,1,FALSE,TRUE,FALSE,Monterosa Treks,TRUE,TRUE,0
CHOY,2009,1,2,Canada,04/15/09,FALSE,FALSE,2,2,1,FALSE,FALSE,FALSE,High Altitude Dreams,TRUE,TRUE,0
CHOY,2009,1,2,USA,05/16/09,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE,0
CHOY,2009,1,2,Sweden,04/19/09,FALSE,FALSE,3,1,1,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
CHOY,2009,1,2,S Africa,04/19/09,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
CHOY,2009,1,2,Denmark,,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE,0
